source_id,university_slug,college_name,department_name,org_unit_id,source_level,source_name,list_url,base_url,list_item_selector,link_selector,title_selector,date_selector,detail_content_selector,detail_date_selector,notice_url_pattern,keywords,adapter,enabled,notes
ou_1888_univ_001,ou_1888,,,1888,university,경운대학교 장학공지,https://www.ikw.ac.kr/page/link.tc?mn=2589&pageSeq=1929,https://www.ikw.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학/학자금 공지
ou_1923_univ_001,ou_1923,,,1923,university,계명대학교 장학공지,https://www.kmu.ac.kr/uni/main/page.jsp?mnu_uid=145,https://www.kmu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 열린마당>장학
ou_1_univ_001,ou_1,,,1,university,고려대학교 장학공지,https://scholarship.korea.ac.kr/scholarship/application/notice.do,https://scholarship.korea.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 학부 장학 공지
ou_1961_univ_001,ou_1961,,,1961,university,고려대학교(세종) 장학공지,https://sejong.korea.ac.kr/koreaSejong/7906/subview.do,https://sejong.korea.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학공지
ou_1982_univ_001,ou_1982,,,1982,university,공주교육대학교 장학공지,https://www.gjue.ac.kr/kor/article/BBSMSTR_000000000108,https://www.gjue.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 학교소식>장학공지
ou_1986_univ_001,ou_1986,,,1986,university,광신대학교 장학공지,https://www.kwangshin.ac.kr/front/boardList.do?brd_mgrno=180&menu_no=442,https://www.kwangshin.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 커뮤니티 공지사항(장학 포함); 전용보드 미확인
ou_2015_univ_001,ou_2015,,,2015,university,광주여자대학교 장학공지,https://www.kwu.ac.kr/mod/board/list.do?MID=KWU_B06010401,https://www.kwu.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 송강광장 > 알림마당 > 장학공지 전용 게시판
ou_2021_univ_001,ou_2021,,,2021,university,국립강릉원주대학교 장학공지,https://gwnu.ac.kr/kr/7899/subview.do,https://gwnu.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학정보 게시판
ou_2032_univ_001,ou_2032,,,2032,university,국립공주대학교 장학공지,https://homepage.kongju.ac.kr/KNU/16909/subview.do,https://homepage.kongju.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 학생소식 게시판; [장학] 말머리 공지 혼재
ou_2056_univ_001,ou_2056,,,2056,university,국립목포대학교 장학공지,https://scholarship.mokpo.ac.kr/scholarship/6366/subview.do,https://scholarship.mokpo.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학홈페이지 > 공지사항
ou_2062_univ_001,ou_2062,,,2062,university,국립목포해양대학교 장학공지,https://www.mmu.ac.kr/main/board/303,https://www.mmu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학공지 전용 게시판
ou_2065_univ_001,ou_2065,,,2065,university,국립부경대학교 장학공지,https://www.pknu.ac.kr/main/163?cd=10004,https://www.pknu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 공지사항 > 등록·장학 카테고리
ou_2074_univ_001,ou_2074,,,2074,university,국립순천대학교 장학공지,https://www.scnu.ac.kr/SCNU/na/ntt/selectNttList.do?bbsId=4487&mi=8690,https://www.scnu.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 국가장학금 게시판
ou_2081_univ_001,ou_2081,,,2081,university,국립창원대학교 장학공지,https://www.changwon.ac.kr/haksa/na/ntt/selectNttList.do?bbsId=5849&mi=15814,https://www.changwon.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 학사안내 > 장학안내
ou_2091_univ_001,ou_2091,,,2091,university,국립한국교통대학교 장학공지,https://www.ut.ac.kr/cop/bbs/BBSMSTR_000000000060/selectBoardList.do,https://www.ut.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 소통광장 > 장학안내
ou_2097_univ_001,ou_2097,,,2097,university,국립한국해양대학교 장학공지,https://www.kmou.ac.kr/kmou/na/ntt/selectNttList.do?mi=5691&bbsId=1041,https://www.kmou.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 정보광장 > 장학정보
ou_2106_univ_001,ou_2106,,,2106,university,국립한밭대학교 장학공지,https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,https://www.hanbat.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학공지 전용 게시판
ou_2112_univ_001,ou_2112,,,2112,university,국민대학교 장학공지,https://www.kookmin.ac.kr/user/kmuNews/notice/7/index.do,https://www.kookmin.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | KMU 주요소식 > 장학공지
ou_2149_univ_001,ou_2149,,,2149,university,김천대학교 장학공지,https://www.kcu.ac.kr/kcua/boardList?menuCode=BC0703,https://www.kcu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 강서소통광장 > 장학
ou_2155_univ_001,ou_2155,,,2155,university,나사렛대학교 장학공지,https://kornu.ac.kr/mbs/kornukr/jsp/board/list.jsp?boardId=18&id=kornukr_080104000000,https://kornu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학공지 전용 게시판
ou_2163_univ_001,ou_2163,,,2163,university,남부대학교 장학공지,https://www.nambu.ac.kr/board/NAMBU_BOARD_0016/boardList.do?menuCd=KR006006004,https://www.nambu.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학/학자금 공지
ou_2173_univ_001,ou_2173,,,2173,university,남서울대학교 장학공지,https://www.nsu.ac.kr/?m1=page&menu_id=134,https://www.nsu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 장학공지 게시판
ou_2228_univ_001,ou_2228,,,2228,university,대구예술대학교 장학공지,https://www.dgau.ac.kr/notice_sch,https://www.dgau.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학(대출) 전용 공지 목록
ou_2238_univ_001,ou_2238,,,2238,university,대신대학교 장학공지,https://www.daeshin.ac.kr/html/05_community/01.php,https://www.daeshin.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 일반 공지 게시판; 전용 장학보드 미확인
ou_2246_univ_001,ou_2246,,,2246,university,대전대학교 장학공지,https://www.dju.ac.kr/dju/na/ntt/selectNttList.do?bbsId=1853&mi=3957,https://www.dju.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학 공지
ou_2257_univ_001,ou_2257,,,2257,university,대진대학교 장학공지,https://www.daejin.ac.kr/daejin/1004/subview.do,https://www.daejin.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학 게시판
ou_2266_univ_001,ou_2266,,,2266,university,덕성여자대학교 장학공지,https://www.duksung.ac.kr/bbs/board.do?bsIdx=36&menuId=1059,https://www.duksung.ac.kr,,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=low | 공식 장학 보드이나 공개 목록 비어 있음; 실제 공지 분산
ou_12_univ_001,ou_12,,,12,university,동국대학교 장학공지,https://scholarship.dongguk.edu/article/notice/list,https://scholarship.dongguk.edu,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학처 공지 목록
ou_2285_univ_001,ou_2285,,,2285,university,동국대학교(WISE) 장학공지,https://wise.dongguk.ac.kr/article/servicenotice/list,https://wise.dongguk.ac.kr,,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학/봉사 공지 목록
ou_2292_univ_001,ou_2292,,,2292,university,동덕여자대학교 장학공지,https://www.dongduk.ac.kr/www/contents/kor-noti.do?gotoMenuNo=kor-noti,https://www.dongduk.ac.kr,,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=medium | 통합공지; [학생처][장학] 태그로 게시. 포털 bulletin도 사용
ou_2335_univ_001,ou_2335,,,2335,university,동양대학교 장학공지,https://www.dyu.ac.kr/plaza/news/encourage-inform/,https://www.dyu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학정보 게시판
ou_2355_univ_001,ou_2355,,,2355,university,루터대학교 장학공지,http://english.ltu.ac.kr/Board/bbs.list.php?bid=Notice,http://english.ltu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=low | 일반 공지(장학 포함). 전용 장학게시판 미확인
ou_2358_univ_001,ou_2358,,,2358,university,명지대학교 장학공지,https://www.mju.ac.kr/mjukr/259/subview.do,https://www.mju.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학/학자금공지
ou_2376_univ_001,ou_2376,,,2376,university,목포가톨릭대학교 장학공지,https://www.mcu.ac.kr/co/contentsView.php?pageID=mcu0708000000,https://www.mcu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학 게시판
ou_2379_univ_001,ou_2379,,,2379,university,배재대학교 장학공지,https://www.pcu.ac.kr/kor/article/scholarship,https://www.pcu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 학사공지>장학공지
ou_2389_univ_001,ou_2389,,,2389,university,백석대학교 장학공지,https://www.bu.ac.kr/web/6559/subview.do,https://www.bu.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high
ou_2401_univ_001,ou_2401,,,2401,university,부산가톨릭대학교 장학공지,https://www.cup.ac.kr/entrance/home/front/board/List294.do,https://www.cup.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | CUP광장>장학공지
ou_2407_univ_001,ou_2407,,,2407,university,부산교육대학교 장학공지,https://www.bnue.ac.kr/board/community01_03,https://www.bnue.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 한새커뮤니티>장학정보
ou_2439_univ_001,ou_2439,,,2439,university,부산장신대학교 장학공지,https://www.bpu.ac.kr/Board/BoardList.aspx?BoardMstNo=26,https://www.bpu.ac.kr,,a[href],,,,,,장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high | 장학금/학자금안내
ou_2468_univ_001,ou_2468,,,2468,university,상지대학교 장학공지,https://www.sangji.ac.kr/prog/bbsArticle/BBSMSTR_000000000042/list.do,https://www.sangji.ac.kr,tbody tr,a[href],a[href],"td:last-child, .date, .board-date, .wr_date",,,(mode=view|sMode=VIEW_FORM|iBrdContNo=|articleNo=|boardNo=|nttNo=|nttId=|idx=\d+|no=\d+|wr_id=\d+|boardSeq=\d+|b_idx=\d+|seq=\d+|uid=\d+|artclNo=|artclView\.do|notice-view\?id=|mod=document),장학|장학금|학자금|등록금|scholarship|tuition|fellowship,,true,confidence=high
