source_id,source_name,university_name,list_url,base_url,org_unit_id,university_slug,notes,initial_status,initial_error_bucket,initial_observed_count,initial_matched_count,initial_new_count,cohort
ou_1864_univ_001,경상국립대학교 장학공지,경상국립대학교,https://www.gnu.ac.kr/eng/na/ntt/selectNttList.do?bbsId=12788&mi=49470,https://www.gnu.ac.kr,1864,ou_1864,confidence=medium | GNU Today>Scholarships(한글 mi 미확인),empty_observed,empty_observed,0,0,0,error_90
ou_1888_univ_001,경운대학교 장학공지,경운대학교,https://www.ikw.ac.kr/page/link.tc?mn=2589&pageSeq=1929,https://www.ikw.ac.kr,1888,ou_1888,confidence=high | 장학/학자금 공지,network_error,transport_http_forbidden,0,0,0,error_90
ou_1923_univ_001,계명대학교 장학공지,계명대학교,https://www.kmu.ac.kr/uni/main/page.jsp?mnu_uid=145,https://www.kmu.ac.kr,1923,ou_1923,confidence=high | 열린마당>장학,network_error,network_error,0,0,0,error_90
ou_1_univ_001,고려대학교 장학공지,고려대학교,https://scholarship.korea.ac.kr/scholarship/application/notice.do,https://scholarship.korea.ac.kr,1,ou_1,confidence=high | 학부 장학 공지,network_error,network_error,0,0,0,error_90
ou_1961_univ_001,고려대학교(세종) 장학공지,고려대학교(세종),https://sejong.korea.ac.kr/koreaSejong/7906/subview.do,https://sejong.korea.ac.kr,1961,ou_1961,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_1986_univ_001,광신대학교 장학공지,광신대학교,https://www.kwangshin.ac.kr/front/boardList.do?brd_mgrno=180&menu_no=442,https://www.kwangshin.ac.kr,1986,ou_1986,confidence=medium | 커뮤니티 공지사항(장학 포함); 전용보드 미확인,empty_observed,empty_observed,0,0,0,error_90
ou_2015_univ_001,광주여자대학교 장학공지,광주여자대학교,https://www.kwu.ac.kr/mod/board/list.do?MID=KWU_B06010401,https://www.kwu.ac.kr,2015,ou_2015,confidence=high | 송강광장 > 알림마당 > 장학공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2021_univ_001,국립강릉원주대학교 장학공지,국립강릉원주대학교,https://gwnu.ac.kr/kr/7899/subview.do,https://gwnu.ac.kr,2021,ou_2021,confidence=high | 장학정보 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2032_univ_001,국립공주대학교 장학공지,국립공주대학교,https://homepage.kongju.ac.kr/KNU/16909/subview.do,https://homepage.kongju.ac.kr,2032,ou_2032,confidence=medium | 학생소식 게시판; [장학] 말머리 공지 혼재,empty_observed,empty_observed,0,0,0,error_90
ou_2056_univ_001,국립목포대학교 장학공지,국립목포대학교,https://scholarship.mokpo.ac.kr/scholarship/6366/subview.do,https://scholarship.mokpo.ac.kr,2056,ou_2056,confidence=high | 장학홈페이지 > 공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_2062_univ_001,국립목포해양대학교 장학공지,국립목포해양대학교,https://www.mmu.ac.kr/main/board/303,https://www.mmu.ac.kr,2062,ou_2062,confidence=high | 장학공지 전용 게시판,network_error,network_error,0,0,0,error_90
ou_2074_univ_001,국립순천대학교 장학공지,국립순천대학교,https://www.scnu.ac.kr/SCNU/na/ntt/selectNttList.do?bbsId=4487&mi=8690,https://www.scnu.ac.kr,2074,ou_2074,confidence=medium | 국가장학금 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2081_univ_001,국립창원대학교 장학공지,국립창원대학교,https://www.changwon.ac.kr/haksa/na/ntt/selectNttList.do?bbsId=5849&mi=15814,https://www.changwon.ac.kr,2081,ou_2081,confidence=high | 학사안내 > 장학안내,empty_observed,empty_observed,0,0,0,error_90
ou_2091_univ_001,국립한국교통대학교 장학공지,국립한국교통대학교,https://www.ut.ac.kr/cop/bbs/BBSMSTR_000000000060/selectBoardList.do,https://www.ut.ac.kr,2091,ou_2091,confidence=high | 소통광장 > 장학안내,empty_observed,empty_observed,0,0,0,error_90
ou_2097_univ_001,국립한국해양대학교 장학공지,국립한국해양대학교,https://www.kmou.ac.kr/kmou/na/ntt/selectNttList.do?mi=5691&bbsId=1041,https://www.kmou.ac.kr,2097,ou_2097,confidence=high | 정보광장 > 장학정보,http_error,http_error,0,0,0,error_90
ou_2106_univ_001,국립한밭대학교 장학공지,국립한밭대학교,https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,https://www.hanbat.ac.kr,2106,ou_2106,confidence=high | 장학공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2112_univ_001,국민대학교 장학공지,국민대학교,https://www.kookmin.ac.kr/user/kmuNews/notice/7/index.do,https://www.kookmin.ac.kr,2112,ou_2112,confidence=high | KMU 주요소식 > 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_2149_univ_001,김천대학교 장학공지,김천대학교,https://www.kcu.ac.kr/kcua/boardList?menuCode=BC0703,https://www.kcu.ac.kr,2149,ou_2149,confidence=high | 강서소통광장 > 장학,network_error,network_error,0,0,0,error_90
ou_2155_univ_001,나사렛대학교 장학공지,나사렛대학교,https://kornu.ac.kr/mbs/kornukr/jsp/board/list.jsp?boardId=18&id=kornukr_080104000000,https://kornu.ac.kr,2155,ou_2155,confidence=high | 장학공지 전용 게시판,partial,partial,6,0,0,error_90
ou_2163_univ_001,남부대학교 장학공지,남부대학교,https://www.nambu.ac.kr/board/NAMBU_BOARD_0016/boardList.do?menuCd=KR006006004,https://www.nambu.ac.kr,2163,ou_2163,confidence=high | 장학/학자금 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2173_univ_001,남서울대학교 장학공지,남서울대학교,https://www.nsu.ac.kr/?m1=page&menu_id=134,https://www.nsu.ac.kr,2173,ou_2173,confidence=medium | 장학공지 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2238_univ_001,대신대학교 장학공지,대신대학교,https://www.daeshin.ac.kr/html/05_community/01.php,https://www.daeshin.ac.kr,2238,ou_2238,confidence=medium | 일반 공지 게시판; 전용 장학보드 미확인,network_error,network_error,0,0,0,error_90
ou_2246_univ_001,대전대학교 장학공지,대전대학교,https://www.dju.ac.kr/dju/na/ntt/selectNttList.do?bbsId=1853&mi=3957,https://www.dju.ac.kr,2246,ou_2246,confidence=high | 장학 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2257_univ_001,대진대학교 장학공지,대진대학교,https://www.daejin.ac.kr/daejin/1004/subview.do,https://www.daejin.ac.kr,2257,ou_2257,confidence=high | 장학 게시판,network_error,transport_redirect_limit,0,0,0,error_90
ou_2266_univ_001,덕성여자대학교 장학공지,덕성여자대학교,https://www.duksung.ac.kr/bbs/board.do?bsIdx=36&menuId=1059,https://www.duksung.ac.kr,2266,ou_2266,confidence=low | 공식 장학 보드이나 공개 목록 비어 있음; 실제 공지 분산,empty_observed,empty_observed,0,0,0,error_90
ou_12_univ_001,동국대학교 장학공지,동국대학교,https://scholarship.dongguk.edu/article/notice/list,https://scholarship.dongguk.edu,12,ou_12,confidence=high | 장학처 공지 목록,empty_observed,empty_observed,0,0,0,error_90
ou_2285_univ_001,동국대학교(WISE) 장학공지,동국대학교(WISE),https://wise.dongguk.ac.kr/article/servicenotice/list,https://wise.dongguk.ac.kr,2285,ou_2285,confidence=high | 장학/봉사 공지 목록,empty_observed,empty_observed,0,0,0,error_90
ou_2292_univ_001,동덕여자대학교 장학공지,동덕여자대학교,https://www.dongduk.ac.kr/www/contents/kor-noti.do?gotoMenuNo=kor-noti,https://www.dongduk.ac.kr,2292,ou_2292,confidence=medium | 통합공지; [학생처][장학] 태그로 게시. 포털 bulletin도 사용,empty_observed,empty_observed,0,0,0,error_90
ou_2355_univ_001,루터대학교 장학공지,루터대학교,http://english.ltu.ac.kr/Board/bbs.list.php?bid=Notice,http://english.ltu.ac.kr,2355,ou_2355,confidence=low | 일반 공지(장학 포함). 전용 장학게시판 미확인,timeout,attempt_timeout,0,0,0,error_90
ou_2358_univ_001,명지대학교 장학공지,명지대학교,https://www.mju.ac.kr/mjukr/259/subview.do,https://www.mju.ac.kr,2358,ou_2358,confidence=high | 장학/학자금공지,empty_observed,empty_observed,0,0,0,error_90
ou_2389_univ_001,백석대학교 장학공지,백석대학교,https://www.bu.ac.kr/web/6559/subview.do,https://www.bu.ac.kr,2389,ou_2389,confidence=high,empty_observed,empty_observed,0,0,0,error_90
ou_2401_univ_001,부산가톨릭대학교 장학공지,부산가톨릭대학교,https://www.cup.ac.kr/entrance/home/front/board/List294.do,https://www.cup.ac.kr,2401,ou_2401,confidence=high | CUP광장>장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_2468_univ_001,상지대학교 장학공지,상지대학교,https://www.sangji.ac.kr/prog/bbsArticle/BBSMSTR_000000000042/list.do,https://www.sangji.ac.kr,2468,ou_2468,confidence=high,empty_observed,empty_observed,0,0,0,error_90
ou_2515_univ_001,서울교육대학교 장학공지,서울교육대학교,https://www.snue.ac.kr/snue/na/ntt/selectNttList.do?bbsId=1083&mi=3004,https://www.snue.ac.kr,2515,ou_2515,confidence=high | 교육지원>장학제도>공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_10_univ_001,서울시립대학교 장학공지,서울시립대학교,https://scholarship.uos.ac.kr/scholarship/main.do?identified=anonymous,https://scholarship.uos.ac.kr,10,ou_10,confidence=medium | 장학 포털 메인에 공지 노출. 전용 list는 세션 의존으로 보임,empty_observed,empty_observed,0,0,0,error_90
ou_2571_univ_001,서울여자대학교 장학공지,서울여자대학교,https://www.swu.ac.kr/swu/744/subview.do,https://www.swu.ac.kr,2571,ou_2571,confidence=high | 열린캠퍼스 공지사항(장학),empty_observed,empty_observed,0,0,0,error_90
ou_2579_univ_001,서울장신대학교 장학공지,서울장신대학교,https://www.sjs.ac.kr/ht_ml/w_03ed/3010.php,https://www.sjs.ac.kr,2579,ou_2579,confidence=medium | 일반 공지(학생성장지원처 장학 공지 포함). 전용 장학보드 미확인,network_error,network_error,0,0,0,error_90
ou_2595_univ_001,서원대학교 장학공지,서원대학교,https://www.seowon.ac.kr/seowon/435/subview.do,https://www.seowon.ac.kr,2595,ou_2595,confidence=medium | 통합 공지(학생지원팀 장학 공지 포함). 전용 장학보드 미확인,empty_observed,empty_observed,0,0,0,error_90
ou_2616_univ_001,성결대학교 장학공지,성결대학교,https://www.sungkyul.ac.kr/skukr/344/subview.do?mode=list,https://www.sungkyul.ac.kr,2616,ou_2616,confidence=high | 학생지원과 장학/등록/학자금 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2624_univ_001,성공회대학교 장학공지,성공회대학교,https://www.skhu.ac.kr/skhu/4197/subview.do?mode=list,https://www.skhu.ac.kr,2624,ou_2624,confidence=high | 학생복지처 장학 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_5_univ_001,성균관대학교 장학공지,성균관대학교,https://www.skku.edu/skku/campus/skk_comm/notice06.do,https://www.skku.edu,5,ou_5,confidence=high | 성균광장 장학 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2667_univ_001,성신여자대학교 장학공지,성신여자대학교,https://www.sungshin.ac.kr/main_kor/18962/subview.do?mode=list,https://www.sungshin.ac.kr,2667,ou_2667,confidence=low | 공개 장학생 모집공고 요약 게시판; 세부 공지는 성신포탈 로그인 필요,empty_observed,empty_observed,0,0,0,error_90
ou_2700_univ_001,세한대학교 장학공지,세한대학교,https://house.sehan.ac.kr/main/board/janghakList1.do?sub_node=1_2,https://house.sehan.ac.kr,2700,ou_2700,confidence=high | 호등광장 장학공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2786_univ_001,신한대학교 장학공지,신한대학교,https://welfare.shinhan.ac.kr/kr/194/subview.do?mode=list,https://welfare.shinhan.ac.kr,2786,ou_2786,confidence=medium | 학생복지처 공지사항; 장학·근로·학자금 공지 포함,empty_observed,empty_observed,0,0,0,error_90
ou_2791_univ_001,아신대학교 장학공지,아신대학교,https://www.acts.ac.kr/modules/board/bd_list.asp?id=board_notice05&left=unilife4_1,https://www.acts.ac.kr,2791,ou_2791,confidence=high | 공지사항(장학) 전용 게시판,timeout,attempt_timeout,0,0,0,error_90
ou_2818_univ_001,안양대학교 장학공지,안양대학교,https://www.anyang.ac.kr/main/academic/external-scholarship.do,https://www.anyang.ac.kr,2818,ou_2818,confidence=medium | 교외장학 안내 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2_univ_001,연세대학교 장학공지,연세대학교,https://www.yonsei.ac.kr/sc/254/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGc2MlMkY1OCUyRmFydGNsTGlzdC5kbyUzRmZpbmRDbFNlcSUzRDI1NyUyNg%3D%3D,https://www.yonsei.ac.kr,2,ou_2,confidence=high | notice_sources,empty_observed,empty_observed,0,0,0,error_90
ou_2909_univ_001,용인대학교 장학공지,용인대학교,https://yongin.ac.kr/cmn/board/SYSTEM_DEFAULT000001/scholarList.do,https://yongin.ac.kr,2909,ou_2909,confidence=high | 장학 공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2978_univ_001,유원대학교 장학공지,유원대학교,https://www.u1.ac.kr/u1/community/scholarship.do,https://www.u1.ac.kr,2978,ou_2978,confidence=high | 커뮤니티 > 장학공지,timeout,attempt_timeout,0,0,0,error_90
ou_2981_univ_001,을지대학교 장학공지,을지대학교,https://www.eulji.ac.kr/?menuno=4005,https://www.eulji.ac.kr,2981,ou_2981,confidence=high | 공지사항-장학,network_error,network_error,0,0,0,error_90
ou_7_univ_001,이화여자대학교 장학공지,이화여자대학교,https://www.ewha.ac.kr/ewha/bachelor/scholarship-notice.do,https://www.ewha.ac.kr,7,ou_7,confidence=high | notice_sources,timeout,attempt_timeout,0,0,0,error_90
ou_3003_univ_001,인제대학교 장학공지,인제대학교,https://www.inje.ac.kr/kor/Template/Bsub_page.asp?Ltype=5&Ltype2=0&Ltype3=0&Tname=S_News&Ldir=board/S_News&Lpage=Tboard_L&div=10&d1n=5&d2n=1&d3n=6&d4n=0,https://www.inje.ac.kr,3003,ou_3003,confidence=medium | 인제소식 > 장학 카테고리 목록(상세글 breadcrumb 기준),network_error,network_error,0,0,0,error_90
ou_3013_univ_001,인천대학교 장학공지,인천대학교,https://inuchina.inu.ac.kr/inu/1519/subview.do,https://inuchina.inu.ac.kr,3013,ou_3013,confidence=high | 전용 장학금 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_3046_univ_001,전남대학교 장학공지,전남대학교,https://www.jnu.ac.kr/WebApp/web/HOM/COM/Board/board.aspx?boardID=5&cate=8,https://www.jnu.ac.kr,3046,ou_3046,confidence=high | 공지사항 > 장학안내 필터,timeout,attempt_timeout,0,0,0,error_90
ou_3064_univ_001,전북대학교 장학공지,전북대학교,https://www.jbnu.ac.kr/web/news/notice/sub01.do,https://www.jbnu.ac.kr,3064,ou_3064,confidence=medium | 교내공지 통합 게시판(#장학 태그 공지 혼재),empty_observed,empty_observed,0,0,0,error_90
ou_3082_univ_001,전주교육대학교 장학공지,전주교육대학교,https://www.jnue.kr/portal/jnue/bbs/list.do?menuId=M0004000100010000,https://www.jnue.kr,3082,ou_3082,confidence=medium | 학사공지 게시판(장학 공지 혼재),empty_observed,empty_observed,0,0,0,error_90
ou_3124_univ_001,조선대학교 장학공지,조선대학교,https://www3.chosun.ac.kr/scho/2138/subview.do,https://www3.chosun.ac.kr,3124,ou_3124,confidence=high | 장학안내 사이트 공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_8_univ_001,중앙대학교 장학공지,중앙대학교,https://www.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=100&CONTENTS_NO=5&P_TAB_NO=5,https://www.cau.ac.kr,8,ou_8,confidence=high | notice_sources,empty_observed,empty_observed,0,0,0,error_90
ou_3187_univ_001,창신대학교 장학공지,창신대학교,https://www.cs.ac.kr/board/board_community1?category_id=5,https://www.cs.ac.kr,3187,ou_3187,confidence=high | 공지사항 > 장학 카테고리 필터,network_error,network_error,0,0,0,error_90
ou_3194_univ_001,청운대학교 장학공지,청운대학교,https://home.chungwoon.ac.kr/home/selectBbsNttList.do?bbsNo=44&key=829&searchCtgry=%EC%9E%A5%ED%95%99%EA%B3%B5%EC%A7%80,https://home.chungwoon.ac.kr,3194,ou_3194,confidence=high | 장학공지 카테고리 필터,partial,partial,9,9,9,error_90
ou_3198_univ_001,청주교육대학교 장학공지,청주교육대학교,https://www.cje.ac.kr/web/board/brdList.do?menu_cd=000219,https://www.cje.ac.kr,3198,ou_3198,confidence=high | 전용 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3209_univ_001,초당대학교 장학공지,초당대학교,https://dream.cdu.ac.kr/mod/board/list.do?MID=DRM_B05010100,https://dream.cdu.ac.kr,3209,ou_3209,confidence=high | 초당 장학안내 사이트 공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_3229_univ_001,충남대학교 장학공지,충남대학교,https://plus.cnu.ac.kr/_prog/_board/?code=sub07_0713,https://plus.cnu.ac.kr,3229,ou_3229,confidence=high | 백마광장 > 장학게시판,partial,partial,12,0,0,error_90
ou_3265_univ_001,평택대학교 장학공지,평택대학교,https://www.ptu.ac.kr/www/410/subview.do,https://www.ptu.ac.kr,3265,ou_3265,confidence=high | 장학금안내 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_3284_univ_001,한경국립대학교 장학공지,한경국립대학교,https://www.hknu.ac.kr/kor/563/subview.do,https://www.hknu.ac.kr,3284,ou_3284,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3294_univ_001,한국공학대학교 장학공지,한국공학대학교,https://www.tukorea.ac.kr/tukorea/1097/subview.do,https://www.tukorea.ac.kr,3294,ou_3294,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3307_univ_001,한국기술교육대학교 장학공지,한국기술교육대학교,https://www.koreatech.ac.kr/notice/list.es?board_id=15&mid=a10604020000,https://www.koreatech.ac.kr,3307,ou_3307,confidence=high | 장학공지,partial,partial,19,1,1,error_90
ou_1153_univ_001,한국외국어대학교 장학공지,한국외국어대학교,https://www.hufs.ac.kr/hufs/11283/subview.do,https://www.hufs.ac.kr,1153,ou_1153,confidence=high | notice_sources,empty_observed,empty_observed,0,0,0,error_90
ou_3342_univ_001,한국전통문화대학교 장학공지,한국전통문화대학교,http://www.nuch.ac.kr/mec/ots/brd/list.do?mnuBaseId=MNU0000146&topBaseId=MNU0000009&tplSer=2,http://www.nuch.ac.kr,3342,ou_3342,confidence=medium | 대학홍보 공지사항,network_error,network_error,0,0,0,error_90
ou_3417_univ_001,한라대학교 장학공지,한라대학교,https://www.halla.ac.kr/kr/244/subview.do,https://www.halla.ac.kr,3417,ou_3417,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3420_univ_001,한림대학교 장학공지,한림대학교,https://www.hallym.ac.kr/hallym/1135/subview.do,https://www.hallym.ac.kr,3420,ou_3420,confidence=high | 장학/등록 공지,empty_observed,empty_observed,0,0,0,error_90
ou_3436_univ_001,한밭대학교(산업대) 장학공지,한밭대학교(산업대),https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,https://www.hanbat.ac.kr,3436,ou_3436,confidence=medium | 국립한밭대학교 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3437_univ_001,한서대학교 장학공지,한서대학교,https://www.hanseo.ac.kr/boardCnts/list.do?boardID=301&m=040104&s=hs,https://www.hanseo.ac.kr,3437,ou_3437,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_3447_univ_001,한성대학교 장학공지,한성대학교,https://www.hansung.ac.kr/hansung/6172/subview.do,https://www.hansung.ac.kr,3447,ou_3447,confidence=high | 대학 공지사항(장학 글 다수),empty_observed,empty_observed,0,0,0,error_90
ou_3456_univ_001,한세대학교 장학공지,한세대학교,https://www.hansei.ac.kr/kor/1700/subview.do,https://www.hansei.ac.kr,3456,ou_3456,confidence=high | 장학,empty_observed,empty_observed,0,0,0,error_90
ou_3463_univ_001,한신대학교 장학공지,한신대학교,https://www.hs.ac.kr/kor/4957/subview.do,https://www.hs.ac.kr,3463,ou_3463,confidence=high | 장학/사회봉사,empty_observed,empty_observed,0,0,0,error_90
ou_3509_univ_001,한일장신대학교 장학공지,한일장신대학교,https://www.hanil.ac.kr/portal/default/bbs/list.do?menuId=M0004000100040000,https://www.hanil.ac.kr,3509,ou_3509,confidence=medium | 장학공지 메뉴,empty_observed,empty_observed,0,0,0,error_90
ou_3518_univ_001,협성대학교 장학공지,협성대학교,https://www.uhs.ac.kr/uhs/155/subview.do,https://www.uhs.ac.kr,3518,ou_3518,confidence=medium | 협성소식(장학 글 포함),empty_observed,empty_observed,0,0,0,error_90
ou_1618_univ_001,화성의과학대학교 장학공지,화성의과학대학교,https://www.hsmu.ac.kr/user/board/HSMU40102000_list_HSMU40102000.do,https://www.hsmu.ac.kr,1618,ou_1618,confidence=high | 장학공지,network_error,network_error,0,0,0,error_90
