source_id,source_name,university_name,list_url,base_url,org_unit_id,university_slug,notes,initial_status,initial_error_bucket,initial_observed_count,initial_matched_count,initial_new_count,cohort
ou_11_univ_001,건국대학교 장학공지,건국대학교,https://www.konkuk.ac.kr/bbs/konkuk/235/artclList.do,https://www.konkuk.ac.kr,11,ou_11,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_1779_univ_001,건국대학교(글로컬) 장학공지,건국대학교(글로컬),https://www.kku.ac.kr/cms/FR_CON/index.do?MENU_ID=1750,https://www.kku.ac.kr,1779,ou_1779,confidence=high | 글로컬 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_1786_univ_001,건양대학교 장학공지,건양대학교,https://www.konyang.ac.kr/cop/bbs/BBSMSTR_000000000585/selectBoardList.do,https://www.konyang.ac.kr,1786,ou_1786,confidence=high | 장학·학자금 공지,empty_observed,empty_observed,0,0,0,error_90
ou_1798_univ_001,경기대학교 장학공지,경기대학교,https://www.kyonggi.ac.kr/scholarship/selectBbsNttList.do?bbsNo=518&key=3078,https://www.kyonggi.ac.kr,1798,ou_1798,confidence=high | 장학지원팀 공지사항,success,success,0,0,0,success_zero_20
ou_1821_univ_001,경남과학기술대학교 장학공지,경남과학기술대학교,https://www.gnu.ac.kr/eng/na/ntt/selectNttList.do?bbsId=12788&mi=49470,https://www.gnu.ac.kr,1821,ou_1821,confidence=low | 2021년 경상국립대 통합; 별도 보드 없음→GNU Today 장학,empty_observed,empty_observed,0,0,0,error_90
ou_1826_univ_001,경남대학교 장학공지,경남대학교,https://www.kyungnam.ac.kr/ko/8460/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa28lMkYxNDA3JTJGYXJ0Y2xMaXN0LmRvJTNG,https://www.kyungnam.ac.kr,1826,ou_1826,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_1836_univ_001,경동대학교 장학공지,경동대학교,https://kduniv.ac.kr/kor/CMS/Board/Board.do?mCode=MN284&mgr_seq=509&mode=list,https://kduniv.ac.kr,1836,ou_1836,confidence=high | 경동알림>장학공지,success,success,5,5,5,success_with_items
ou_1841_univ_001,경북대학교 장학공지,경북대학교,https://knu.ac.kr/wbbs/wbbs/bbs/btin/list.action?bbs_cde=1&menu_idx=67,https://knu.ac.kr,1841,ou_1841,confidence=medium | 학사공지(장학 포함); 전용보드 미확인,success,success,0,0,0,success_zero_20
ou_1864_univ_001,경상국립대학교 장학공지,경상국립대학교,https://www.gnu.ac.kr/eng/na/ntt/selectNttList.do?bbsId=12788&mi=49470,https://www.gnu.ac.kr,1864,ou_1864,confidence=medium | GNU Today>Scholarships(한글 mi 미확인),empty_observed,empty_observed,0,0,0,error_90
ou_1878_univ_001,경성대학교 장학공지,경성대학교,https://kscms.ks.ac.kr/janghak/CMS/Board/Board.do?mCode=MN060,https://kscms.ks.ac.kr,1878,ou_1878,confidence=high | 장학정보 공지,success,success,15,15,15,success_with_items
ou_1888_univ_001,경운대학교 장학공지,경운대학교,https://www.ikw.ac.kr/page/link.tc?mn=2589&pageSeq=1929,https://www.ikw.ac.kr,1888,ou_1888,confidence=high | 장학/학자금 공지,network_error,transport_http_forbidden,0,0,0,error_90
ou_1892_univ_001,경인교육대학교 장학공지,경인교육대학교,https://www.ginue.ac.kr/kor/CMS/Board/Board.do?mCode=MN126&mgr_seq=90&mode=list,https://www.ginue.ac.kr,1892,ou_1892,confidence=high | 커뮤니티>장학공지,success,success,8,8,8,success_with_items
ou_1895_univ_001,경일대학교 장학공지,경일대학교,https://www.kiu.ac.kr/pages/sub.htm?nav_code=kiu1540189661,https://www.kiu.ac.kr,1895,ou_1895,confidence=high | 경일소식>장학/학자금,success,success,15,0,0,success_with_items
ou_9_univ_001,경희대학교 장학공지,경희대학교,https://janghak.khu.ac.kr/janghak/user/bbs/BMSR00040/list.do?menuNo=12300032,https://janghak.khu.ac.kr,9,ou_9,confidence=high | 장학 포털,success,success,8,8,8,success_with_items
ou_1923_univ_001,계명대학교 장학공지,계명대학교,https://www.kmu.ac.kr/uni/main/page.jsp?mnu_uid=145,https://www.kmu.ac.kr,1923,ou_1923,confidence=high | 열린마당>장학,network_error,network_error,0,0,0,error_90
ou_1_univ_001,고려대학교 장학공지,고려대학교,https://scholarship.korea.ac.kr/scholarship/application/notice.do,https://scholarship.korea.ac.kr,1,ou_1,confidence=high | 학부 장학 공지,network_error,network_error,0,0,0,error_90
ou_1961_univ_001,고려대학교(세종) 장학공지,고려대학교(세종),https://sejong.korea.ac.kr/koreaSejong/7906/subview.do,https://sejong.korea.ac.kr,1961,ou_1961,confidence=high | 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_1973_univ_001,고신대학교 장학공지,고신대학교,https://www.kosin.ac.kr/kr/index.php?pCode=scholarshipNews,https://www.kosin.ac.kr,1973,ou_1973,confidence=high | 장학소식,success,success,16,0,0,success_with_items
ou_1982_univ_001,공주교육대학교 장학공지,공주교육대학교,https://www.gjue.ac.kr/kor/article/BBSMSTR_000000000108,https://www.gjue.ac.kr,1982,ou_1982,confidence=high | 학교소식>장학공지,success,success,0,0,0,success_zero_20
ou_1986_univ_001,광신대학교 장학공지,광신대학교,https://www.kwangshin.ac.kr/front/boardList.do?brd_mgrno=180&menu_no=442,https://www.kwangshin.ac.kr,1986,ou_1986,confidence=medium | 커뮤니티 공지사항(장학 포함); 전용보드 미확인,empty_observed,empty_observed,0,0,0,error_90
ou_1995_univ_001,광운대학교 장학공지,광운대학교,https://www.kw.ac.kr/ko/life/notice.jsp?srCategoryId=4,https://www.kw.ac.kr,1995,ou_1995,confidence=high | 등록/장학 공지,success,success,18,0,0,success_with_items
ou_2005_univ_001,광주과학기술원 장학공지,광주과학기술원,https://www.gist.ac.kr/site/kr/html/sub05/050209.html,https://www.gist.ac.kr,2005,ou_2005,confidence=medium | 학사공지(장학/납입금 분류),success,recovered_after_retry,6,0,0,success_with_items
ou_2007_univ_001,광주교육대학교 장학공지,광주교육대학교,https://www.gnue.ac.kr/planweb/board/list.9is?contentUid=4a9f18ab5c48fe8c015cec61f46c1131&boardUid=4a9f18ab5d53940b015d539a2f9e002e&contentUid=4a9f18ab5c48fe8c015cec61f46c1131,https://www.gnue.ac.kr,2007,ou_2007,confidence=high | 장학공지(수동 확인),success,success,11,0,0,success_with_items
ou_2010_univ_001,광주대학교 장학공지,광주대학교,https://www.gwangju.ac.kr/bbs/?b_id=gwangju_notice_se&mn=538&site=gwangju,https://www.gwangju.ac.kr,2010,ou_2010,confidence=medium | 커뮤니티>장학/학자금 공지,success,success,1,0,0,success_with_items
ou_2015_univ_001,광주여자대학교 장학공지,광주여자대학교,https://www.kwu.ac.kr/mod/board/list.do?MID=KWU_B06010401,https://www.kwu.ac.kr,2015,ou_2015,confidence=high | 송강광장 > 알림마당 > 장학공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2021_univ_001,국립강릉원주대학교 장학공지,국립강릉원주대학교,https://gwnu.ac.kr/kr/7899/subview.do,https://gwnu.ac.kr,2021,ou_2021,confidence=high | 장학정보 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2026_univ_001,국립경국대학교 장학공지,국립경국대학교,https://www.gknu.ac.kr/main/board/index.do?manage_idx=1&menu_idx=333&search.category1=107,https://www.gknu.ac.kr,2026,ou_2026,confidence=high | 공지사항 > 장학안내 카테고리 필터,success,success,10,10,10,success_with_items
ou_2032_univ_001,국립공주대학교 장학공지,국립공주대학교,https://homepage.kongju.ac.kr/KNU/16909/subview.do,https://homepage.kongju.ac.kr,2032,ou_2032,confidence=medium | 학생소식 게시판; [장학] 말머리 공지 혼재,empty_observed,empty_observed,0,0,0,error_90
ou_2046_univ_001,국립군산대학교 장학공지,국립군산대학교,https://www.kunsan.ac.kr/board/list.kunsan?boardId=BBS_0000009,https://www.kunsan.ac.kr,2046,ou_2046,confidence=high | KSNU 광장 > 학사/장학,success,success,7,0,0,success_with_items
ou_2051_univ_001,국립금오공과대학교 장학공지,국립금오공과대학교,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do,https://www.kumoh.ac.kr,2051,ou_2051,confidence=medium | 금오광장 공지사항; [장학] 태그 글 다수,success,success,5,5,5,success_with_items
ou_2056_univ_001,국립목포대학교 장학공지,국립목포대학교,https://scholarship.mokpo.ac.kr/scholarship/6366/subview.do,https://scholarship.mokpo.ac.kr,2056,ou_2056,confidence=high | 장학홈페이지 > 공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_2062_univ_001,국립목포해양대학교 장학공지,국립목포해양대학교,https://www.mmu.ac.kr/main/board/303,https://www.mmu.ac.kr,2062,ou_2062,confidence=high | 장학공지 전용 게시판,network_error,network_error,0,0,0,error_90
ou_2065_univ_001,국립부경대학교 장학공지,국립부경대학교,https://www.pknu.ac.kr/main/163?cd=10004,https://www.pknu.ac.kr,2065,ou_2065,confidence=high | 공지사항 > 등록·장학 카테고리,success,success,0,0,0,success_zero_20
ou_2074_univ_001,국립순천대학교 장학공지,국립순천대학교,https://www.scnu.ac.kr/SCNU/na/ntt/selectNttList.do?bbsId=4487&mi=8690,https://www.scnu.ac.kr,2074,ou_2074,confidence=medium | 국가장학금 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2081_univ_001,국립창원대학교 장학공지,국립창원대학교,https://www.changwon.ac.kr/haksa/na/ntt/selectNttList.do?bbsId=5849&mi=15814,https://www.changwon.ac.kr,2081,ou_2081,confidence=high | 학사안내 > 장학안내,empty_observed,empty_observed,0,0,0,error_90
ou_2091_univ_001,국립한국교통대학교 장학공지,국립한국교통대학교,https://www.ut.ac.kr/cop/bbs/BBSMSTR_000000000060/selectBoardList.do,https://www.ut.ac.kr,2091,ou_2091,confidence=high | 소통광장 > 장학안내,empty_observed,empty_observed,0,0,0,error_90
ou_2097_univ_001,국립한국해양대학교 장학공지,국립한국해양대학교,https://www.kmou.ac.kr/kmou/na/ntt/selectNttList.do?mi=5691&bbsId=1041,https://www.kmou.ac.kr,2097,ou_2097,confidence=high | 정보광장 > 장학정보,http_error,http_error,0,0,0,error_90
ou_2106_univ_001,국립한밭대학교 장학공지,국립한밭대학교,https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,https://www.hanbat.ac.kr,2106,ou_2106,confidence=high | 장학공지 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2112_univ_001,국민대학교 장학공지,국민대학교,https://www.kookmin.ac.kr/user/kmuNews/notice/7/index.do,https://www.kookmin.ac.kr,2112,ou_2112,confidence=high | KMU 주요소식 > 장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_2138_univ_001,극동대학교 장학공지,극동대학교,https://www.kdu.ac.kr/home/sub.do?mncd=179&mode=list,https://www.kdu.ac.kr,2138,ou_2138,confidence=high | 장학공지목록 전용 게시판,success,success,10,10,10,success_with_items
ou_2146_univ_001,금강대학교 장학공지,금강대학교,https://www.ggu.ac.kr/sub01080108,https://www.ggu.ac.kr,2146,ou_2146,confidence=medium | 장학공지 게시판,success,success,2,0,0,success_with_items
ou_2149_univ_001,김천대학교 장학공지,김천대학교,https://www.kcu.ac.kr/kcua/boardList?menuCode=BC0703,https://www.kcu.ac.kr,2149,ou_2149,confidence=high | 강서소통광장 > 장학,network_error,network_error,0,0,0,error_90
ou_2155_univ_001,나사렛대학교 장학공지,나사렛대학교,https://kornu.ac.kr/mbs/kornukr/jsp/board/list.jsp?boardId=18&id=kornukr_080104000000,https://kornu.ac.kr,2155,ou_2155,confidence=high | 장학공지 전용 게시판,partial,partial,6,0,0,error_90
ou_2163_univ_001,남부대학교 장학공지,남부대학교,https://www.nambu.ac.kr/board/NAMBU_BOARD_0016/boardList.do?menuCd=KR006006004,https://www.nambu.ac.kr,2163,ou_2163,confidence=high | 장학/학자금 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2173_univ_001,남서울대학교 장학공지,남서울대학교,https://www.nsu.ac.kr/?m1=page&menu_id=134,https://www.nsu.ac.kr,2173,ou_2173,confidence=medium | 장학공지 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2195_univ_001,대구가톨릭대학교 장학공지,대구가톨릭대학교,https://www.cu.ac.kr/plaza/notice/scholarship,https://www.cu.ac.kr,2195,ou_2195,confidence=high | DCU 광장 > 장학공지,success,success,17,0,0,success_with_items
ou_2214_univ_001,대구교육대학교 장학공지,대구교육대학교,https://www.dnue.ac.kr/kor/CMS/Board/Board.do?mCode=MN169,https://www.dnue.ac.kr,2214,ou_2214,confidence=medium | 장학공지 게시판,success,success,10,10,10,success_with_items
ou_2228_univ_001,대구예술대학교 장학공지,대구예술대학교,https://www.dgau.ac.kr/notice_sch,https://www.dgau.ac.kr,2228,ou_2228,confidence=high | 장학(대출) 전용 공지 목록,success,success,0,0,0,success_zero_20
ou_2229_univ_001,대구한의대학교 장학공지,대구한의대학교,https://www.dhu.ac.kr/pages/sub.htm?nav_code=dhu1574335885,https://www.dhu.ac.kr,2229,ou_2229,confidence=high | 장학공지 전용 게시판,success,success,6,0,0,success_with_items
ou_2238_univ_001,대신대학교 장학공지,대신대학교,https://www.daeshin.ac.kr/html/05_community/01.php,https://www.daeshin.ac.kr,2238,ou_2238,confidence=medium | 일반 공지 게시판; 전용 장학보드 미확인,network_error,network_error,0,0,0,error_90
ou_2243_univ_001,대전가톨릭대학교 장학공지,대전가톨릭대학교,https://www.dcatholic.ac.kr/bbs/board.php?bo_table=notice,https://www.dcatholic.ac.kr,2243,ou_2243,confidence=low | 통합 공지사항; 장학 전용 보드 없음,success,success,3,0,0,success_with_items
ou_2246_univ_001,대전대학교 장학공지,대전대학교,https://www.dju.ac.kr/dju/na/ntt/selectNttList.do?bbsId=1853&mi=3957,https://www.dju.ac.kr,2246,ou_2246,confidence=high | 장학 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2254_univ_001,대전신학대학교 장학공지,대전신학대학교,https://www.daejeon.ac.kr/bbs/board.php?bo_table=N01_04,https://www.daejeon.ac.kr,2254,ou_2254,confidence=high | 장학 전용 게시판,success,success,1,0,0,success_with_items
ou_2257_univ_001,대진대학교 장학공지,대진대학교,https://www.daejin.ac.kr/daejin/1004/subview.do,https://www.daejin.ac.kr,2257,ou_2257,confidence=high | 장학 게시판,network_error,transport_redirect_limit,0,0,0,error_90
ou_2266_univ_001,덕성여자대학교 장학공지,덕성여자대학교,https://www.duksung.ac.kr/bbs/board.do?bsIdx=36&menuId=1059,https://www.duksung.ac.kr,2266,ou_2266,confidence=low | 공식 장학 보드이나 공개 목록 비어 있음; 실제 공지 분산,empty_observed,empty_observed,0,0,0,error_90
ou_12_univ_001,동국대학교 장학공지,동국대학교,https://scholarship.dongguk.edu/article/notice/list,https://scholarship.dongguk.edu,12,ou_12,confidence=high | 장학처 공지 목록,empty_observed,empty_observed,0,0,0,error_90
ou_2285_univ_001,동국대학교(WISE) 장학공지,동국대학교(WISE),https://wise.dongguk.ac.kr/article/servicenotice/list,https://wise.dongguk.ac.kr,2285,ou_2285,confidence=high | 장학/봉사 공지 목록,empty_observed,empty_observed,0,0,0,error_90
ou_2292_univ_001,동덕여자대학교 장학공지,동덕여자대학교,https://www.dongduk.ac.kr/www/contents/kor-noti.do?gotoMenuNo=kor-noti,https://www.dongduk.ac.kr,2292,ou_2292,confidence=medium | 통합공지; [학생처][장학] 태그로 게시. 포털 bulletin도 사용,empty_observed,empty_observed,0,0,0,error_90
ou_2304_univ_001,동명대학교 장학공지,동명대학교,https://www.tu.ac.kr/tuhome/sub07_01_03.do,https://www.tu.ac.kr,2304,ou_2304,confidence=high | 정보광장>공지사항>장학,success,success,9,9,9,success_with_items
ou_2309_univ_001,동서대학교 장학공지,동서대학교,https://www.dongseo.ac.kr/kr/?pCode=MN2000195,https://www.dongseo.ac.kr,2309,ou_2309,confidence=high,success,success,23,23,23,success_with_items
ou_2315_univ_001,동신대학교 장학공지,동신대학교,https://www.dsu.ac.kr/kr/?pCode=notischlr,https://www.dsu.ac.kr,2315,ou_2315,confidence=high | 장학/학자금 공지(교내·국가·교외 분류),success,success,10,0,0,success_with_items
ou_2319_univ_001,동아대학교 장학공지,동아대학교,https://www.donga.ac.kr/kor/CMS/Board/Board.do?mCode=MN172,https://www.donga.ac.kr,2319,ou_2319,confidence=high,success,success,14,14,14,success_with_items
ou_2335_univ_001,동양대학교 장학공지,동양대학교,https://www.dyu.ac.kr/plaza/news/encourage-inform/,https://www.dyu.ac.kr,2335,ou_2335,confidence=high | 장학정보 게시판,success,success,0,0,0,success_zero_20
ou_2343_univ_001,동의대학교 장학공지,동의대학교,https://www.deu.ac.kr/www/deu-scholarship.do,https://www.deu.ac.kr,2343,ou_2343,confidence=high,success,success,12,12,12,success_with_items
ou_2355_univ_001,루터대학교 장학공지,루터대학교,http://english.ltu.ac.kr/Board/bbs.list.php?bid=Notice,http://english.ltu.ac.kr,2355,ou_2355,confidence=low | 일반 공지(장학 포함). 전용 장학게시판 미확인,timeout,attempt_timeout,0,0,0,error_90
ou_2358_univ_001,명지대학교 장학공지,명지대학교,https://www.mju.ac.kr/mjukr/259/subview.do,https://www.mju.ac.kr,2358,ou_2358,confidence=high | 장학/학자금공지,empty_observed,empty_observed,0,0,0,error_90
ou_2371_univ_001,목원대학교 장학공지,목원대학교,https://www.mokwon.ac.kr/kr/html/sub06/0603.html,https://www.mokwon.ac.kr,2371,ou_2371,confidence=high | 알림마당>장학공지,success,success,7,0,0,success_with_items
ou_2376_univ_001,목포가톨릭대학교 장학공지,목포가톨릭대학교,https://www.mcu.ac.kr/co/contentsView.php?pageID=mcu0708000000,https://www.mcu.ac.kr,2376,ou_2376,confidence=high | 장학 게시판,success,success,0,0,0,success_zero_20
ou_2379_univ_001,배재대학교 장학공지,배재대학교,https://www.pcu.ac.kr/kor/article/scholarship,https://www.pcu.ac.kr,2379,ou_2379,confidence=high | 학사공지>장학공지,success,success,0,0,0,success_zero_20
ou_2389_univ_001,백석대학교 장학공지,백석대학교,https://www.bu.ac.kr/web/6559/subview.do,https://www.bu.ac.kr,2389,ou_2389,confidence=high,empty_observed,empty_observed,0,0,0,error_90
ou_2401_univ_001,부산가톨릭대학교 장학공지,부산가톨릭대학교,https://www.cup.ac.kr/entrance/home/front/board/List294.do,https://www.cup.ac.kr,2401,ou_2401,confidence=high | CUP광장>장학공지,empty_observed,empty_observed,0,0,0,error_90
ou_2407_univ_001,부산교육대학교 장학공지,부산교육대학교,https://www.bnue.ac.kr/board/community01_03,https://www.bnue.ac.kr,2407,ou_2407,confidence=high | 한새커뮤니티>장학정보,success,success,0,0,0,success_zero_20
ou_2409_univ_001,부산대학교 장학공지,부산대학교,https://www.pusan.ac.kr/kor/CMS/Board/Board.do?mCode=MN095&mgr_seq=3&mode=list&searchID=title&searchKeyword=%EC%9E%A5%ED%95%99,https://www.pusan.ac.kr,2409,ou_2409,confidence=medium | 전용 장학보드 없음. 공식 안내대로 커뮤니티 공지에서 '장학' 검색,success,success,9,9,9,success_with_items
ou_2433_univ_001,부산외국어대학교 장학공지,부산외국어대학교,https://www.bufs.ac.kr/bbs/board.php?bo_table=notice_sch,https://www.bufs.ac.kr,2433,ou_2433,confidence=high,success,success,18,0,0,success_with_items
ou_2439_univ_001,부산장신대학교 장학공지,부산장신대학교,https://www.bpu.ac.kr/Board/BoardList.aspx?BoardMstNo=26,https://www.bpu.ac.kr,2439,ou_2439,confidence=high | 장학금/학자금안내,success,success,0,0,0,success_zero_20
ou_2451_univ_001,삼육대학교 장학공지,삼육대학교,https://www.syu.ac.kr/academic/scholarship-information/scholarship-notice/,https://www.syu.ac.kr,2451,ou_2451,confidence=high,success,success,11,0,0,success_with_items
ou_2459_univ_001,상명대학교 장학공지,상명대학교,https://www.smu.ac.kr/kor/life/notice.do,https://www.smu.ac.kr,2459,ou_2459,confidence=medium | 통합공지; '등록/장학' 카테고리 필터 사용,success,success,4,0,0,success_with_items
ou_2468_univ_001,상지대학교 장학공지,상지대학교,https://www.sangji.ac.kr/prog/bbsArticle/BBSMSTR_000000000042/list.do,https://www.sangji.ac.kr,2468,ou_2468,confidence=high,empty_observed,empty_observed,0,0,0,error_90
ou_4_univ_001,서강대학교 장학공지,서강대학교,https://sogang.ac.kr/ko/scholarship-notice,https://sogang.ac.kr,4,ou_4,confidence=medium | 공식 장학공지 URL. 페이지가 JS 로드되어 스냅샷상 비어 보일 수 있음,success,success,0,0,0,success_zero_20
ou_2493_univ_001,서경대학교 장학공지,서경대학교,https://www.skuniv.ac.kr/notice,https://www.skuniv.ac.kr,2493,ou_2493,confidence=medium | 공지사항 내 '장학공지' 탭/분류. 카테고리 전용 고정 URL 미확인,success,success,4,0,0,success_with_items
ou_2503_univ_001,서울과학기술대학교 장학공지,서울과학기술대학교,https://www.seoultech.ac.kr/service/info/janghak/,https://www.seoultech.ac.kr,2503,ou_2503,confidence=high,success,success,3,0,0,success_with_items
ou_2515_univ_001,서울교육대학교 장학공지,서울교육대학교,https://www.snue.ac.kr/snue/na/ntt/selectNttList.do?bbsId=1083&mi=3004,https://www.snue.ac.kr,2515,ou_2515,confidence=high | 교육지원>장학제도>공지사항,empty_observed,empty_observed,0,0,0,error_90
ou_3_univ_001,서울대학교 장학공지,서울대학교,https://student.snu.ac.kr/%EC%86%8C%EC%8B%9D%C2%B7%EC%95%8C%EB%A6%BC/%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/?category1=%EC%9D%BC%EB%B0%98%EA%B3%B5%EC%A7%80&mod=list,https://student.snu.ac.kr,3,ou_3,confidence=medium | notice_sources (general notice),success,success,1,0,0,success_with_items
ou_10_univ_001,서울시립대학교 장학공지,서울시립대학교,https://scholarship.uos.ac.kr/scholarship/main.do?identified=anonymous,https://scholarship.uos.ac.kr,10,ou_10,confidence=medium | 장학 포털 메인에 공지 노출. 전용 list는 세션 의존으로 보임,empty_observed,empty_observed,0,0,0,error_90
ou_2560_univ_001,서울신학대학교 장학공지,서울신학대학교,https://www.stu.ac.kr/CmsHome/stu06_03_03.eznic,https://www.stu.ac.kr,2560,ou_2560,confidence=high | 커뮤니티>장학/취업(장학/대출 탭),success,success,1,0,0,success_with_items
ou_2571_univ_001,서울여자대학교 장학공지,서울여자대학교,https://www.swu.ac.kr/swu/744/subview.do,https://www.swu.ac.kr,2571,ou_2571,confidence=high | 열린캠퍼스 공지사항(장학),empty_observed,empty_observed,0,0,0,error_90
ou_2579_univ_001,서울장신대학교 장학공지,서울장신대학교,https://www.sjs.ac.kr/ht_ml/w_03ed/3010.php,https://www.sjs.ac.kr,2579,ou_2579,confidence=medium | 일반 공지(학생성장지원처 장학 공지 포함). 전용 장학보드 미확인,network_error,network_error,0,0,0,error_90
ou_2591_univ_001,서울한영대학교 장학공지,서울한영대학교,https://www.shyu.ac.kr/fro_end/html/dep_05/5120.php,https://www.shyu.ac.kr,2591,ou_2591,confidence=high | 대출·장학 게시판,success,success,15,0,0,success_with_items
ou_2595_univ_001,서원대학교 장학공지,서원대학교,https://www.seowon.ac.kr/seowon/435/subview.do,https://www.seowon.ac.kr,2595,ou_2595,confidence=medium | 통합 공지(학생지원팀 장학 공지 포함). 전용 장학보드 미확인,empty_observed,empty_observed,0,0,0,error_90
ou_2602_univ_001,선문대학교 장학공지,선문대학교,https://lily.sunmoon.ac.kr/Page2/Story/Notice.aspx?ca=003,https://lily.sunmoon.ac.kr,2602,ou_2602,confidence=high | 공지사항>장학공지 필터,success,success,9,0,0,success_with_items
ou_2616_univ_001,성결대학교 장학공지,성결대학교,https://www.sungkyul.ac.kr/skukr/344/subview.do?mode=list,https://www.sungkyul.ac.kr,2616,ou_2616,confidence=high | 학생지원과 장학/등록/학자금 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_2624_univ_001,성공회대학교 장학공지,성공회대학교,https://www.skhu.ac.kr/skhu/4197/subview.do?mode=list,https://www.skhu.ac.kr,2624,ou_2624,confidence=high | 학생복지처 장학 전용 게시판,empty_observed,empty_observed,0,0,0,error_90
ou_5_univ_001,성균관대학교 장학공지,성균관대학교,https://www.skku.edu/skku/campus/skk_comm/notice06.do,https://www.skku.edu,5,ou_5,confidence=high | 성균광장 장학 공지,empty_observed,empty_observed,0,0,0,error_90
ou_2667_univ_001,성신여자대학교 장학공지,성신여자대학교,https://www.sungshin.ac.kr/main_kor/18962/subview.do?mode=list,https://www.sungshin.ac.kr,2667,ou_2667,confidence=low | 공개 장학생 모집공고 요약 게시판; 세부 공지는 성신포탈 로그인 필요,empty_observed,empty_observed,0,0,0,error_90
ou_2679_univ_001,세명대학교 장학공지,세명대학교,http://setopia.semyung.ac.kr/program/homepage/Notice_u2.jsp?boardTypeID=2,http://setopia.semyung.ac.kr,2679,ou_2679,confidence=medium | 캠퍼스 통합 공지 게시판; 장학복지팀 장학 공지도 여기 게시,success,success,0,0,0,success_zero_20
