source_id,source_name,list_url,initial_status,initial_error_bucket,initial_observed_count,initial_matched_count,root_cause_category,root_cause_confidence,root_cause_detail,site_structure,action_taken,changed_config,changed_code,diagnose_bucket,primary_failure_code,recovered,final_status,final_error_bucket,final_observed_count,final_matched_count,recent_notice_count,detail_access_status,canonical_url_status,body_status,attachment_status,candidate_handoff_status,launch_eligible,remaining_blocker,exact_next_action
ou_2051_univ_001,국립금오공과대학교 장학공지,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do,success,success,5,5,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,5,5,5,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2056_univ_001,국립목포대학교 장학공지,https://scholarship.mokpo.ac.kr/scholarship/6366/subview.do,empty_observed,empty_observed,0,0,onclick_event_url_required,confirmed,List rows resolved after expanding notice_url_pattern to include artclView.do / event URL IDs,STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,true,success,success,10,10,10,skipped,failed,skipped,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2062_univ_001,국립목포해양대학교 장학공지,https://www.mmu.ac.kr/main/board/303,network_error,network_error,0,0,network_dns_or_tls_failure,medium,Network/fetch failure bucket=network_error primary=UNKNOWN_NEEDS_MANUAL_REVIEW,UNKNOWN_NEEDS_MANUAL_REVIEW,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,network_error,network_error,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,network_dns_or_tls_failure,manual_browser_access_check_then_transport_policy_if_allowed
ou_2065_univ_001,국립부경대학교 장학공지,https://www.pknu.ac.kr/main/163?cd=10004,success,success,0,0,valid_empty_board,low,Success with 0 observed items — needs empty-board vs filter confirmation,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,ADAPTER_REQUIRED,false,success,success,0,0,0,success,success,success,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2074_univ_001,국립순천대학교 장학공지,https://www.scnu.ac.kr/SCNU/na/ntt/selectNttList.do?bbsId=4487&mi=8690,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2081_univ_001,국립창원대학교 장학공지,https://www.changwon.ac.kr/haksa/na/ntt/selectNttList.do?bbsId=5849&mi=15814,empty_observed,empty_observed,0,0,detail_url_resolution_failed,high,List rows found but detail URL could not be extracted,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,MANUAL_BROWSER_NETWORK_REQUIRED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,detail_url_resolution_failed,capture_onclick_payload_and_extend_generic_url_builder
ou_2091_univ_001,국립한국교통대학교 장학공지,https://www.ut.ac.kr/cop/bbs/BBSMSTR_000000000060/selectBoardList.do,empty_observed,empty_observed,0,0,onclick_event_url_required,confirmed,List rows resolved after expanding notice_url_pattern to include artclView.do / event URL IDs,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,true,success,success,1,1,1,skipped,failed,skipped,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2097_univ_001,국립한국해양대학교 장학공지,https://www.kmou.ac.kr/kmou/na/ntt/selectNttList.do?mi=5691&bbsId=1041,http_error,http_error,0,0,http_forbidden,high,Fetch/access failure: http_error/UNKNOWN_NEEDS_MANUAL_REVIEW,UNKNOWN_NEEDS_MANUAL_REVIEW,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,http_error,http_error,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,http_forbidden,manual_browser_access_check_then_transport_policy_if_allowed
ou_2106_univ_001,국립한밭대학교 장학공지,https://www.hanbat.ac.kr/bbs/BBSMSTR_000000001261/list.do,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2112_univ_001,국민대학교 장학공지,https://www.kookmin.ac.kr/user/kmuNews/notice/7/index.do,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2138_univ_001,극동대학교 장학공지,https://www.kdu.ac.kr/home/sub.do?mncd=179&mode=list,success,success,10,10,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,PAGINATION_UNVERIFIED,false,success,success,10,10,10,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2146_univ_001,금강대학교 장학공지,https://www.ggu.ac.kr/sub01080108,success,success,2,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,FILTERED_OUT_BY_DATE,false,success,success,2,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2149_univ_001,김천대학교 장학공지,https://www.kcu.ac.kr/kcua/boardList?menuCode=BC0703,network_error,network_error,0,0,network_dns_or_tls_failure,high,TLS/certificate exception indicated by access profile,TLS_OR_CERTIFICATE_EXCEPTION,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,network_error,network_error,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,network_dns_or_tls_failure,manual_browser_access_check_then_transport_policy_if_allowed
ou_2155_univ_001,나사렛대학교 장학공지,https://kornu.ac.kr/mbs/kornukr/jsp/board/list.jsp?boardId=18&id=kornukr_080104000000,partial,partial,6,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,DETAIL_PAGE_UNREACHABLE|SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,DETAIL_FETCH_FAILED,true,success,success,6,0,0,warning,warning,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2163_univ_001,남부대학교 장학공지,https://www.nambu.ac.kr/board/NAMBU_BOARD_0016/boardList.do?menuCd=KR006006004,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2173_univ_001,남서울대학교 장학공지,https://www.nsu.ac.kr/?m1=page&menu_id=134,empty_observed,empty_observed,0,0,unknown_requires_manual_review,low,Unresolved: initial=empty_observed final=empty_observed diag=fallback_scan primary=UNKNOWN_NEEDS_MANUAL_REVIEW,UNKNOWN_NEEDS_MANUAL_REVIEW,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,UNKNOWN_NEEDS_MANUAL_REVIEW,false,empty_observed,empty_observed,0,0,0,skipped,skipped,skipped,not_evaluated,blocked,false,unknown_requires_manual_review,manual_review_with_saved_html_evidence
ou_2195_univ_001,대구가톨릭대학교 장학공지,https://www.cu.ac.kr/plaza/notice/scholarship,success,success,17,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_CONTENT_EMPTY_OR_BOILERPLATE,false,success,success,17,0,0,success,success,warning,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2214_univ_001,대구교육대학교 장학공지,https://www.dnue.ac.kr/kor/CMS/Board/Board.do?mCode=MN169,success,success,10,10,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,10,10,10,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2228_univ_001,대구예술대학교 장학공지,https://www.dgau.ac.kr/notice_sch,success,success,0,0,valid_empty_board,low,Success with 0 observed items — needs empty-board vs filter confirmation,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,DETAIL_URL_UNVERIFIED,false,success,success,0,0,0,success,success,success,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2229_univ_001,대구한의대학교 장학공지,https://www.dhu.ac.kr/pages/sub.htm?nav_code=dhu1574335885,success,success,6,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,FILTERED_OUT_BY_DATE,false,success,success,6,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2238_univ_001,대신대학교 장학공지,https://www.daeshin.ac.kr/html/05_community/01.php,network_error,network_error,0,0,network_dns_or_tls_failure,high,TLS/certificate exception indicated by access profile,TLS_OR_CERTIFICATE_EXCEPTION,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,network_error,network_error,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,network_dns_or_tls_failure,manual_browser_access_check_then_transport_policy_if_allowed
ou_2243_univ_001,대전가톨릭대학교 장학공지,https://www.dcatholic.ac.kr/bbs/board.php?bo_table=notice,success,success,3,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_HREF,none,,,,FILTERED_OUT_BY_DATE,false,success,success,3,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2246_univ_001,대전대학교 장학공지,https://www.dju.ac.kr/dju/na/ntt/selectNttList.do?bbsId=1853&mi=3957,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2254_univ_001,대전신학대학교 장학공지,https://www.daejeon.ac.kr/bbs/board.php?bo_table=N01_04,success,success,1,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,1,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2257_univ_001,대진대학교 장학공지,https://www.daejin.ac.kr/daejin/1004/subview.do,network_error,transport_redirect_limit,0,0,redirect_loop,high,Transport redirect limit or loop,UNKNOWN_NEEDS_MANUAL_REVIEW,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,network_error,transport_redirect_limit,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,redirect_loop,manual_review_with_saved_html_evidence
ou_2266_univ_001,덕성여자대학교 장학공지,https://www.duksung.ac.kr/bbs/board.do?bsIdx=36&menuId=1059,empty_observed,empty_observed,0,0,list_selector_mismatch,confirmed,Configured list_item_selector matched 0 rows on fetched HTML,SERVER_RENDERED_WITH_PAGINATION|SOURCE_CONFIG_OR_SELECTOR_MISMATCH|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,selector_miss,LIST_SELECTOR_ZERO_MATCHES,false,empty_observed,empty_observed,0,0,0,skipped,skipped,skipped,not_evaluated,blocked,false,list_selector_mismatch,retune_list_item_selector_against_live_html
ou_12_univ_001,동국대학교 장학공지,https://scholarship.dongguk.edu/article/notice/list,empty_observed,empty_observed,0,0,onclick_event_url_required,high,List selector matched rows but notice URLs failed pattern/event resolution,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,onclick_event_url_required,capture_onclick_payload_and_extend_generic_url_builder
ou_2285_univ_001,동국대학교(WISE) 장학공지,https://wise.dongguk.ac.kr/article/servicenotice/list,empty_observed,empty_observed,0,0,list_selector_mismatch,confirmed,Configured list_item_selector matched 0 rows on fetched HTML,SERVER_RENDERED_WITH_PAGINATION|SOURCE_CONFIG_OR_SELECTOR_MISMATCH|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,selector_miss,LIST_SELECTOR_ZERO_MATCHES,success_zero,success,success,0,0,0,skipped,skipped,skipped,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2292_univ_001,동덕여자대학교 장학공지,https://www.dongduk.ac.kr/www/contents/kor-noti.do?gotoMenuNo=kor-noti,empty_observed,empty_observed,0,0,list_selector_mismatch,confirmed,Configured list_item_selector matched 0 rows on fetched HTML,SERVER_RENDERED_WITH_PAGINATION|SOURCE_CONFIG_OR_SELECTOR_MISMATCH|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,selector_miss,LIST_SELECTOR_ZERO_MATCHES,false,empty_observed,empty_observed,0,0,0,skipped,skipped,skipped,not_evaluated,blocked,false,list_selector_mismatch,retune_list_item_selector_against_live_html
ou_2304_univ_001,동명대학교 장학공지,https://www.tu.ac.kr/tuhome/sub07_01_03.do,success,success,9,9,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,9,9,9,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2309_univ_001,동서대학교 장학공지,https://www.dongseo.ac.kr/kr/?pCode=MN2000195,success,success,23,23,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,23,23,23,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2315_univ_001,동신대학교 장학공지,https://www.dsu.ac.kr/kr/?pCode=notischlr,success,success,10,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,10,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2319_univ_001,동아대학교 장학공지,https://www.donga.ac.kr/kor/CMS/Board/Board.do?mCode=MN172,success,success,14,14,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,14,14,14,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2335_univ_001,동양대학교 장학공지,https://www.dyu.ac.kr/plaza/news/encourage-inform/,success,success,0,0,valid_empty_board,low,Success with 0 observed items — needs empty-board vs filter confirmation,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,DETAIL_URL_UNVERIFIED,false,success,success,0,0,0,success,success,success,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2343_univ_001,동의대학교 장학공지,https://www.deu.ac.kr/www/deu-scholarship.do,success,success,12,12,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,12,12,12,success,success,success,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2355_univ_001,루터대학교 장학공지,http://english.ltu.ac.kr/Board/bbs.list.php?bid=Notice,timeout,attempt_timeout,0,0,timeout,confirmed,Source attempt timed out,UNKNOWN_NEEDS_MANUAL_REVIEW,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fetch_error,UNKNOWN_NEEDS_MANUAL_REVIEW,false,timeout,attempt_timeout,0,0,0,skipped,not_observed,skipped,not_evaluated,blocked,false,timeout,manual_browser_access_check_then_transport_policy_if_allowed
ou_2358_univ_001,명지대학교 장학공지,https://www.mju.ac.kr/mjukr/259/subview.do,empty_observed,empty_observed,0,0,onclick_event_url_required,confirmed,List rows resolved after expanding notice_url_pattern to include artclView.do / event URL IDs,STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,true,success,success,9,9,9,skipped,failed,skipped,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2371_univ_001,목원대학교 장학공지,https://www.mokwon.ac.kr/kr/html/sub06/0603.html,success,success,7,0,valid_zero_recent_posts,confirmed,Recovered or originally successful with list items,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,none,,,,DETAIL_IDENTITY_UNVERIFIED,false,success,success,7,0,0,success,success,success,not_evaluated,blocked,false,no_keyword_match_in_lookback,manual_review_with_saved_html_evidence
ou_2376_univ_001,목포가톨릭대학교 장학공지,https://www.mcu.ac.kr/co/contentsView.php?pageID=mcu0708000000,success,success,0,0,valid_empty_board,low,Success with 0 observed items — needs empty-board vs filter confirmation,STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,DETAIL_CONTENT_EMPTY_OR_BOILERPLATE,false,success,success,0,0,0,success,success,failed,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2379_univ_001,배재대학교 장학공지,https://www.pcu.ac.kr/kor/article/scholarship,success,success,0,0,valid_empty_board,low,Success with 0 observed items — needs empty-board vs filter confirmation,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL|STATIC_HTML_HREF,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,fallback_scan,DETAIL_URL_UNVERIFIED,false,success,success,0,0,0,success,warning,success,not_evaluated,blocked,false,zero_observed_needs_empty_board_confirmation,confirm_empty_board_vs_date_filter_with_CRAWL_ALLOW_UNDATED
ou_2389_univ_001,백석대학교 장학공지,https://www.bu.ac.kr/web/6559/subview.do,empty_observed,empty_observed,0,0,onclick_event_url_required,confirmed,List rows resolved after expanding notice_url_pattern to include artclView.do / event URL IDs,STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,ok,URL_RESOLUTION_FAILED,true,success,success,6,6,6,skipped,failed,skipped,not_evaluated,ready,true,,ingest_candidates_dry_run_then_admin_review
ou_2401_univ_001,부산가톨릭대학교 장학공지,https://www.cup.ac.kr/entrance/home/front/board/List294.do,empty_observed,empty_observed,0,0,detail_url_resolution_failed,high,List rows found but detail URL could not be extracted,SERVER_RENDERED_WITH_PAGINATION|STATIC_HTML_EVENT_URL,expanded_notice_url_pattern; cleared selector_miss list_item_selector; preferred university_slug; jf_viewArtcl script URL helper; retry crawl,notice_url_pattern;list_item_selector(optional),deriveUniversitySlug;tune DO_DETAIL_URL_PATTERN;jf_viewArtcl;DEFAULT_NOTICE_URL_PATTERN,link_extract_fail,MANUAL_BROWSER_NETWORK_REQUIRED,false,empty_observed,empty_observed,0,0,0,skipped,failed,skipped,not_evaluated,blocked,false,detail_url_resolution_failed,capture_onclick_payload_and_extend_generic_url_builder
